,workclass,education
8311, Private, HS-grad
8312, Private, HS-grad
8313, Private, HS-grad
8314, State-gov, HS-grad
8315, Private, Some-college
8316, Local-gov, HS-grad
8317, Private, HS-grad
8318, Federal-gov, HS-grad
8319, Private, 9th
8320, Private, HS-grad
8321, Private, Some-college
8322, ?, Some-college
8323, Private, Some-college
8324, Private, HS-grad
8325, State-gov, Prof-school
8326, Private, HS-grad
8327, State-gov, Prof-school
8328, Private, Bachelors
8329, Private, HS-grad
8330, Private, Some-college
8331, Private, HS-grad
8332, Private, Some-college
8333, Private, Bachelors
8334, Private, HS-grad
8335, State-gov, Some-college
8336, Private, HS-grad
8337, Private, HS-grad
8338, Private, HS-grad
8339, Private, HS-grad
8340, Local-gov, Some-college
8341, Private, HS-grad
8342, Private, HS-grad
8343, Private, Some-college
8344, Private, HS-grad
8345, Private, HS-grad
8346, Private, Bachelors
8347, Local-gov, Some-college
8348, Private, HS-grad
8349, State-gov, HS-grad
8350, Private, Some-college
8351, Private, Some-college
8352, Private, 11th
8353, Private, Bachelors
8354, Private, 10th
8355, Self-emp-not-inc, 11th
8356, Private, 12th
8357, Local-gov, HS-grad
8358, Private, HS-grad
8359, Private, Bachelors
8360, Private, HS-grad
8361, Self-emp-inc, Bachelors
8362, Private, 11th
8363, Private, Prof-school
8364, ?, HS-grad
8365, Private, HS-grad
8366, Private, Bachelors
8367, Private, Some-college
8368, Private, Bachelors
8369, Private, HS-grad
8370, Self-emp-inc, 7th-8th
8371, Private, Some-college
8372, Private, Some-college
8373, Self-emp-not-inc, Some-college
8374, Private, Some-college
8375, Private, Assoc-voc
8376, Private, HS-grad
8377, Private, Bachelors
8378, Private, Assoc-voc
8379, Private, 7th-8th
8380, Federal-gov, Some-college
8381, Private, HS-grad
8382, Private, HS-grad
8383, State-gov, Assoc-acdm
8384, Private, Some-college
8385, Private, HS-grad
8386, Private, Assoc-acdm
8387, ?, HS-grad
8388, State-gov, Bachelors
8389, Private, HS-grad
8390, Local-gov, Masters
8391, Local-gov, 12th
8392, Private, Assoc-acdm
8393, Self-emp-inc, Some-college
8394, Self-emp-not-inc, HS-grad
8395, Private, HS-grad
8396, Private, HS-grad
8397, Private, Bachelors
8398, Private, HS-grad
8399, Private, HS-grad
8400, Private, Bachelors
8401, Private, Bachelors
8402, Private, Bachelors
8403, Private, Some-college
8404, Private, Bachelors
8405, Private, HS-grad
8406, Local-gov, Some-college
8407, Private, Bachelors
8408, Private, Bachelors
8409, Private, Bachelors
8410, Private, Some-college
8411, Private, HS-grad
8412, Private, Assoc-acdm
8413, Private, Some-college
8414, Private, Some-college
8415, Private, Bachelors
8416, Private, Bachelors
8417, Private, HS-grad
8418, Private, Bachelors
8419, Private, Some-college
8420, Private, Bachelors
8421, Self-emp-not-inc, Some-college
8422, Self-emp-inc, HS-grad
8423, Private, HS-grad
8424, State-gov, Masters
8425, Private, HS-grad
8426, Private, HS-grad
8427, Private, Assoc-voc
8428, Private, 9th
8429, ?, HS-grad
8430, Private, Assoc-acdm
8431, Private, 7th-8th
8432, Private, HS-grad
8433, Private, Some-college
8434, Private, HS-grad
8435, Private, Some-college
8436, Private, HS-grad
8437, Private, Bachelors
8438, Private, Assoc-acdm
8439, Private, Assoc-voc
8440, Private, HS-grad
8441, Private, HS-grad
8442, Private, Masters
8443, Private, HS-grad
8444, State-gov, Bachelors
8445, Private, Some-college
8446, ?, HS-grad
8447, ?, Assoc-voc
8448, Private, Bachelors
8449, Private, HS-grad
8450, Private, HS-grad
8451, Self-emp-inc, HS-grad
8452, Private, HS-grad
8453, Federal-gov, HS-grad
8454, Private, Bachelors
8455, Private, Some-college
8456, Private, HS-grad
8457, Private, Bachelors
8458, Private, Bachelors
8459, Self-emp-not-inc, Prof-school
8460, Private, Bachelors
8461, Private, Bachelors
8462, Private, Bachelors
8463, Self-emp-not-inc, HS-grad
8464, Private, HS-grad
8465, State-gov, HS-grad
8466, Private, 5th-6th
8467, State-gov, Masters
8468, Private, Assoc-voc
8469, Private, Some-college
8470, Local-gov, Assoc-acdm
8471, Private, Bachelors
8472, ?, Bachelors
8473, Private, Some-college
8474, Self-emp-not-inc, HS-grad
8475, Private, HS-grad
8476, Private, Assoc-voc
8477, Private, Some-college
8478, State-gov, Masters
8479, Private, Some-college
8480, Private, Assoc-acdm
8481, Private, Some-college
8482, Private, HS-grad
8483, Private, HS-grad
8484, State-gov, Bachelors
8485, Private, 12th
8486, Private, Some-college
8487, Private, Some-college
8488, Private, Assoc-voc
8489, Private, HS-grad
8490, Self-emp-inc, Bachelors
8491, Self-emp-not-inc, HS-grad
8492, Private, Assoc-voc
8493, Private, HS-grad
8494, Private, 9th
8495, Self-emp-not-inc, Doctorate
8496, Private, Some-college
8497, Private, Bachelors
8498, Private, 1st-4th
8499, ?, Some-college
8500, Private, Masters
8501, Private, Some-college
8502, Private, HS-grad
8503, Private, Prof-school
8504, Private, Bachelors
8505, Local-gov, Assoc-voc
8506, Private, Some-college
8507, Local-gov, Some-college
8508, State-gov, Masters
8509, Self-emp-inc, Some-college
8510, Self-emp-not-inc, Prof-school
8511, Self-emp-not-inc, Bachelors
8512, Private, HS-grad
8513, Private, HS-grad
8514, Private, Assoc-acdm
8515, Private, 12th
8516, Private, 9th
8517, Private, HS-grad
8518, Private, HS-grad
8519, Private, HS-grad
8520, Private, HS-grad
8521, Private, 10th
8522, Private, HS-grad
8523, Private, Assoc-acdm
8524, Private, Bachelors
8525, Self-emp-not-inc, Assoc-voc
8526, Private, HS-grad
8527, Private, Some-college
8528, Private, Some-college
8529, Local-gov, Masters
8530, Local-gov, Assoc-acdm
8531, Private, Assoc-voc
8532, ?, Some-college
8533, State-gov, Bachelors
8534, Private, HS-grad
8535, Private, Bachelors
8536, Self-emp-inc, Some-college
8537, Private, HS-grad
8538, Private, Bachelors
8539, Private, Some-college
8540, Local-gov, HS-grad
8541, Local-gov, Bachelors
8542, State-gov, HS-grad
8543, ?, HS-grad
8544, Private, HS-grad
8545, Private, Some-college
8546, Private, Some-college
8547, Private, HS-grad
8548, Private, HS-grad
8549, Private, Bachelors
8550, Private, Bachelors
8551, Self-emp-not-inc, HS-grad
8552, Private, Some-college
8553, Private, Assoc-voc
8554, Federal-gov, Masters
8555, Private, 11th
8556, Private, HS-grad
8557, Private, HS-grad
8558, Private, Some-college
8559, Federal-gov, Bachelors
8560, Private, Some-college
8561, Federal-gov, Bachelors
8562, Private, HS-grad
8563, Private, 7th-8th
8564, Private, HS-grad
8565, ?, Some-college
8566, Local-gov, HS-grad
8567, Private, HS-grad
8568, Private, 9th
8569, Private, HS-grad
8570, Private, HS-grad
8571, Private, HS-grad
8572, Private, Bachelors
8573, Private, Bachelors
8574, Federal-gov, Bachelors
8575, Self-emp-inc, Assoc-voc
8576, Local-gov, Prof-school
8577, Self-emp-not-inc, HS-grad
8578, Private, HS-grad
8579, Private, Some-college
8580, Self-emp-not-inc, Assoc-voc
8581, Self-emp-not-inc, HS-grad
8582, Private, HS-grad
8583, Private, HS-grad
8584, Private, Assoc-acdm
8585, Private, Some-college
8586, Private, Some-college
8587, Private, HS-grad
8588, Private, Bachelors
8589, Private, Bachelors
8590, Private, Some-college
8591, Private, HS-grad
8592, Private, HS-grad
8593, Local-gov, HS-grad
8594, Private, Bachelors
8595, Self-emp-not-inc, HS-grad
8596, Private, Bachelors
8597, Federal-gov, Assoc-acdm
8598, Private, HS-grad
8599, State-gov, Bachelors
8600, Private, Some-college
8601, Self-emp-not-inc, HS-grad
8602, Private, HS-grad
8603, Local-gov, 7th-8th
8604, Local-gov, Some-college
8605, Private, Some-college
8606, Self-emp-inc, HS-grad
8607, ?, HS-grad
8608, Private, 10th
8609, Local-gov, Masters
8610, Self-emp-not-inc, 7th-8th
8611, Private, HS-grad
8612, State-gov, 11th
8613, Private, HS-grad
8614, Private, Prof-school
8615, Private, 10th
8616, Private, Bachelors
8617, Federal-gov, Prof-school
8618, Federal-gov, Some-college
8619, Private, Bachelors
8620, Private, Assoc-acdm
8621, Private, Some-college
8622, Private, Some-college
8623, Private, Bachelors
8624, Private, Bachelors
8625, Private, HS-grad
8626, State-gov, Some-college
8627, Private, HS-grad
8628, Private, Some-college
8629, Private, Masters
8630, Private, Some-college
8631, Private, HS-grad
8632, Self-emp-not-inc, HS-grad
8633, Private, 11th
8634, Private, 10th
8635, Private, HS-grad
8636, ?, HS-grad
8637, Private, Some-college
8638, Private, HS-grad
8639, Private, HS-grad
8640, Private, Some-college
8641, State-gov, Bachelors
8642, Private, HS-grad
8643, ?, Some-college
8644, Private, Some-college
8645, Self-emp-not-inc, 11th
8646, Private, HS-grad
8647, Private, Assoc-voc
8648, Private, Some-college
8649, Private, HS-grad
8650, Local-gov, Assoc-voc
8651, Self-emp-not-inc, Some-college
8652, Private, Bachelors
8653, Private, Assoc-voc
8654, Private, HS-grad
8655, Private, 10th
8656, Self-emp-not-inc, Bachelors
8657, Private, 10th
8658, Private, Some-college
8659, Private, HS-grad
8660, Self-emp-not-inc, HS-grad
8661, Private, Some-college
8662, Private, 10th
8663, State-gov, Some-college
8664, Federal-gov, Bachelors
8665, Private, Some-college
8666, Self-emp-not-inc, HS-grad
8667, Private, Bachelors
8668, Private, HS-grad
8669, Private, Some-college
8670, Private, Some-college
8671, State-gov, Masters
8672, Private, 10th
8673, ?, Assoc-voc
8674, Self-emp-not-inc, Assoc-voc
8675, Private, Some-college
8676, Private, Bachelors
8677, Private, HS-grad
8678, Private, HS-grad
8679, Private, Masters
8680, Private, Bachelors
8681, Private, Some-college
8682, Local-gov, Bachelors
8683, Private, HS-grad
8684, Private, HS-grad
8685, Private, Some-college
8686, Private, 10th
8687, Private, Bachelors
8688, Private, Assoc-voc
8689, Private, Some-college
8690, Private, Some-college
8691, Local-gov, HS-grad
8692, ?, HS-grad
8693, Private, HS-grad
8694, ?, Prof-school
8695, Private, HS-grad
8696, Private, Masters
8697, Self-emp-not-inc, Some-college
8698, Self-emp-not-inc, Masters
8699, Local-gov, Masters
8700, State-gov, HS-grad
8701, Local-gov, HS-grad
8702, Private, Bachelors
8703, Private, Some-college
8704, Private, Some-college
8705, Local-gov, Masters
8706, Private, Assoc-voc
8707, Private, Bachelors
8708, Local-gov, Bachelors
8709, Private, Some-college
8710, Self-emp-inc, Prof-school
8711, Self-emp-not-inc, 10th
8712, Private, HS-grad
8713, Private, Assoc-voc
8714, Private, HS-grad
8715, Private, HS-grad
8716, Private, HS-grad
8717, State-gov, 9th
8718, Self-emp-not-inc, Bachelors
8719, Private, Some-college
8720, Private, HS-grad
8721, State-gov, Doctorate
8722, Private, Bachelors
8723, Private, 12th
8724, Self-emp-inc, 10th
8725, Local-gov, Bachelors
8726, Private, HS-grad
8727, Private, Assoc-voc
8728, Private, HS-grad
8729, State-gov, HS-grad
8730, Private, HS-grad
8731, Private, Some-college
8732, Private, Some-college
8733, Private, Masters
8734, Private, Some-college
8735, Private, Assoc-acdm
8736, Private, Some-college
8737, State-gov, Assoc-acdm
8738, Private, Some-college
8739, Self-emp-not-inc, HS-grad
8740, Private, Bachelors
8741, Self-emp-inc, Bachelors
8742, Private, Masters
8743, State-gov, Masters
8744, Local-gov, HS-grad
8745, Federal-gov, HS-grad
8746, Private, Some-college
8747, Private, HS-grad
8748, Private, Some-college
8749, ?, Some-college
8750, Private, Some-college
8751, Self-emp-not-inc, HS-grad
8752, Local-gov, Some-college
8753, Private, 1st-4th
8754, Private, HS-grad
8755, Local-gov, Bachelors
8756, Private, Bachelors
8757, ?, Some-college
8758, Private, HS-grad
8759, Private, HS-grad
8760, Private, Bachelors
8761, State-gov, Assoc-voc
8762, Private, HS-grad
8763, Private, Some-college
8764, ?, 7th-8th
8765, State-gov, Some-college
8766, Local-gov, Masters
8767, Self-emp-not-inc, HS-grad
8768, Federal-gov, Bachelors
8769, ?, Some-college
8770, Local-gov, Masters
8771, Private, HS-grad
8772, Private, HS-grad
8773, State-gov, HS-grad
8774, Private, HS-grad
8775, Private, Preschool
8776, Self-emp-inc, HS-grad
8777, Private, 9th
8778, Private, Masters
8779, Private, Some-college
8780, Private, Doctorate
8781, Private, Bachelors
8782, ?, Assoc-acdm
8783, Private, Assoc-acdm
8784, Private, Assoc-voc
8785, Private, HS-grad
8786, Self-emp-not-inc, HS-grad
8787, Private, Some-college
8788, ?, Some-college
8789, Private, HS-grad
8790, Private, HS-grad
8791, Private, 10th
8792, Private, HS-grad
8793, Private, HS-grad
8794, Private, HS-grad
8795, ?, 7th-8th
8796, Private, Bachelors
8797, Private, HS-grad
8798, Private, Some-college
8799, Private, Assoc-acdm
8800, Local-gov, Assoc-voc
8801, Private, HS-grad
8802, Private, Some-college
8803, Local-gov, Bachelors
8804, Private, HS-grad
8805, ?, 11th
8806, Private, Prof-school
8807, Local-gov, Bachelors
8808, Local-gov, Bachelors
8809, Private, Doctorate
8810, Federal-gov, HS-grad
8811, Private, 10th
8812, Private, Assoc-acdm
8813, Private, HS-grad
8814, Private, HS-grad
8815, Private, Some-college
8816, Private, HS-grad
8817, Private, Some-college
8818, State-gov, 7th-8th
8819, Private, HS-grad
8820, Private, Prof-school
8821, Self-emp-not-inc, 7th-8th
8822, ?, HS-grad
8823, Private, HS-grad
8824, Private, HS-grad
8825, Self-emp-not-inc, HS-grad
8826, Private, Bachelors
8827, Self-emp-inc, HS-grad
8828, Private, Some-college
8829, Self-emp-not-inc, HS-grad
8830, Self-emp-inc, Bachelors
8831, Private, Bachelors
8832, State-gov, Masters
8833, Private, Bachelors
8834, Local-gov, Bachelors
8835, Private, Some-college
8836, Local-gov, Bachelors
8837, State-gov, Bachelors
8838, Private, 11th
8839, Private, 9th
8840, State-gov, HS-grad
8841, Local-gov, Some-college
8842, Private, HS-grad
8843, Private, Assoc-acdm
8844, Private, Some-college
8845, Private, Some-college
8846, Private, Some-college
8847, ?, Bachelors
8848, Private, HS-grad
8849, Self-emp-not-inc, Bachelors
8850, Private, Masters
8851, Private, Some-college
8852, Self-emp-not-inc, HS-grad
8853, ?, HS-grad
8854, Private, HS-grad
8855, Private, 10th
8856, Private, HS-grad
8857, Private, Bachelors
8858, Private, Bachelors
8859, Private, Some-college
8860, Private, 10th
8861, Private, Some-college
8862, Private, Masters
8863, Private, HS-grad
8864, Self-emp-not-inc, Bachelors
8865, Private, HS-grad
8866, Self-emp-not-inc, Assoc-acdm
8867, Private, 11th
8868, Private, HS-grad
8869, Private, HS-grad
8870, Private, HS-grad
8871, Private, 12th
8872, Federal-gov, HS-grad
8873, Private, HS-grad
8874, Private, HS-grad
8875, Private, Some-college
8876, Self-emp-not-inc, HS-grad
8877, Private, HS-grad
8878, Private, HS-grad
8879, Private, Bachelors
8880, Private, Bachelors
8881, Self-emp-not-inc, 7th-8th
8882, Private, Masters
8883, Self-emp-not-inc, Prof-school
8884, Private, 5th-6th
8885, State-gov, Masters
8886, Private, 1st-4th
8887, Self-emp-not-inc, 1st-4th
8888, Private, 7th-8th
8889, Private, Some-college
8890, Private, HS-grad
8891, Private, Some-college
8892, Local-gov, Some-college
8893, Private, 10th
8894, Private, Masters
8895, Private, Bachelors
8896, Private, Bachelors
8897, Private, Some-college
8898, Self-emp-inc, Some-college
8899, Private, 10th
8900, Private, HS-grad
8901, Private, Some-college
8902, Private, HS-grad
8903, Self-emp-inc, Bachelors
8904, Federal-gov, Some-college
8905, Private, HS-grad
8906, Self-emp-not-inc, HS-grad
8907, Private, Some-college
8908, ?, Bachelors
8909, Private, Doctorate
8910, Private, Bachelors
8911, Private, Some-college
8912, Private, Bachelors
8913, Private, HS-grad
8914, Private, Some-college
8915, Private, HS-grad
8916, Private, Some-college
8917, Private, HS-grad
8918, Self-emp-inc, Some-college
8919, Private, Bachelors
8920, ?, HS-grad
8921, Private, Bachelors
8922, Private, Bachelors
8923, Private, Bachelors
8924, Private, HS-grad
8925, Private, HS-grad
8926, Private, HS-grad
8927, Private, Assoc-voc
8928, Private, Bachelors
